,medal_type,medal_code,medal_date,athlete_name,athlete_sex,athlete_link,country_code,discipline_code,event,country,discipline
1308,Gold Medal,1,2021-08-04 00:00:00.0,NOWICKI Wojciech,M,../../../en/results/athletics/athlete-profile-n1324472-nowicki-wojciech.htm,POL,ATH,Men's Hammer Throw,Poland,Athletics
1309,Silver Medal,2,2021-08-04 00:00:00.0,HENRIKSEN Eivind,M,../../../en/results/athletics/athlete-profile-n1343563-henriksen-eivind.htm,NOR,ATH,Men's Hammer Throw,Norway,Athletics
1310,Bronze Medal,3,2021-08-04 00:00:00.0,FAJDEK Pawel,M,../../../en/results/athletics/athlete-profile-n1324455-fajdek-pawel.htm,POL,ATH,Men's Hammer Throw,Poland,Athletics
1311,Gold Medal,1,2021-08-04 00:00:00.0,CHEMUTAI Peruth,W,../../../en/results/athletics/athlete-profile-n1450069-chemutai-peruth.htm,UGA,ATH,Women's 3000m Steeplechase,Uganda,Athletics
1312,Silver Medal,2,2021-08-04 00:00:00.0,FRERICHS Courtney,W,../../../en/results/athletics/athlete-profile-n1453148-frerichs-courtney.htm,USA,ATH,Women's 3000m Steeplechase,United States of America,Athletics
1313,Bronze Medal,3,2021-08-04 00:00:00.0,KIYENG Hyvin,W,../../../en/results/athletics/athlete-profile-n1402349-kiyeng-hyvin.htm,KEN,ATH,Women's 3000m Steeplechase,Kenya,Athletics
1314,Gold Medal,1,2021-08-04 00:00:00.0,McLAUGHLIN Sydney,W,../../../en/results/athletics/athlete-profile-n1458998-mclaughlin-sydney.htm,USA,ATH,Women's 400m Hurdles,United States of America,Athletics
1315,Silver Medal,2,2021-08-04 00:00:00.0,MUHAMMAD Dalilah,W,../../../en/results/athletics/athlete-profile-n1453236-muhammad-dalilah.htm,USA,ATH,Women's 400m Hurdles,United States of America,Athletics
1316,Bronze Medal,3,2021-08-04 00:00:00.0,BOL Femke,W,../../../en/results/athletics/athlete-profile-n1476201-bol-femke.htm,NED,ATH,Women's 400m Hurdles,Netherlands,Athletics
1317,Gold Medal,1,2021-08-04 00:00:00.0,THIAM Nafissatou,W,../../../en/results/athletics/athlete-profile-n1393415-thiam-nafissatou.htm,BEL,ATH,Women's Heptathlon,Belgium,Athletics
1318,Silver Medal,2,2021-08-04 00:00:00.0,VETTER Anouk,W,../../../en/results/athletics/athlete-profile-n1476264-vetter-anouk.htm,NED,ATH,Women's Heptathlon,Netherlands,Athletics
1319,Bronze Medal,3,2021-08-04 00:00:00.0,OOSTERWEGEL Emma,W,../../../en/results/athletics/athlete-profile-n1476237-oosterwegel-emma.htm,NED,ATH,Women's Heptathlon,Netherlands,Athletics
1320,Gold Medal,1,2021-08-04 00:00:00.0,LOPEZ Arlen,M,../../../en/results/boxing/athlete-profile-n1306628-lopez-arlen.htm,CUB,BOX,Men's Light Heavy (75-81kg),Cuba,Boxing
1321,Silver Medal,2,2021-08-04 00:00:00.0,WHITTAKER Benjamin,M,../../../en/results/boxing/athlete-profile-n1443487-whittaker-benjamin.htm,GBR,BOX,Men's Light Heavy (75-81kg),Great Britain,Boxing
1322,Bronze Medal,3,2021-08-04 00:00:00.0,KUNKABAYEV Kamshybek,M,../../../en/results/boxing/athlete-profile-n1307851-kunkabayev-kamshybek.htm,KAZ,BOX,Men's Super Heavy (+91kg),Kazakhstan,Boxing
1323,Bronze Medal,3,2021-08-04 00:00:00.0,CLARKE Frazer,M,../../../en/results/boxing/athlete-profile-n1443288-clarke-frazer.htm,GBR,BOX,Men's Super Heavy (+91kg),Great Britain,Boxing
1324,Bronze Medal,3,2021-08-04 00:00:00.0,HUANG Hsiao-Wen,W,../../../en/results/boxing/athlete-profile-n1431191-huang-hsiao-wen.htm,TPE,BOX,Women's Fly (48-51kg),Chinese Taipei,Boxing
1325,Bronze Medal,3,2021-08-04 00:00:00.0,NAMIKI Tsukimi,W,../../../en/results/boxing/athlete-profile-n1316675-namiki-tsukimi.htm,JPN,BOX,Women's Fly (48-51kg),Japan,Boxing
1326,Bronze Medal,3,2021-08-04 00:00:00.0,BORGOHAIN Lovlina,W,../../../en/results/boxing/athlete-profile-n1313215-borgohain-lovlina.htm,IND,BOX,Women's Welter (64-69kg),India,Boxing
1327,Bronze Medal,3,2021-08-04 00:00:00.0,JONES Oshae,W,../../../en/results/boxing/athlete-profile-n1309322-jones-oshae.htm,USA,BOX,Women's Welter (64-69kg),United States of America,Boxing
1328,Gold Medal,1,2021-08-04 00:00:00.0,CONSONNI Simone,M,../../../en/results/cycling-track/athlete-profile-n1346202-consonni-simone.htm,ITA,CTR,Men's Team Pursuit,Italy,Cycling Track
1329,Gold Medal,1,2021-08-04 00:00:00.0,GANNA Filippo,M,../../../en/results/cycling-track/athlete-profile-n1346205-ganna-filippo.htm,ITA,CTR,Men's Team Pursuit,Italy,Cycling Track
1330,Gold Medal,1,2021-08-04 00:00:00.0,MILAN Jonathan,M,../../../en/results/cycling-track/athlete-profile-n1346208-milan-jonathan.htm,ITA,CTR,Men's Team Pursuit,Italy,Cycling Track
1331,Gold Medal,1,2021-08-04 00:00:00.0,LAMON Francesco,M,../../../en/results/cycling-track/athlete-profile-n1340416-lamon-francesco.htm,ITA,CTR,Men's Team Pursuit,Italy,Cycling Track
1332,Silver Medal,2,2021-08-04 00:00:00.0,LARSEN Niklas,M,../../../en/results/cycling-track/athlete-profile-n1366652-larsen-niklas.htm,DEN,CTR,Men's Team Pursuit,Denmark,Cycling Track
1333,Silver Medal,2,2021-08-04 00:00:00.0,MADSEN Frederik,M,../../../en/results/cycling-track/athlete-profile-n1366653-madsen-frederik.htm,DEN,CTR,Men's Team Pursuit,Denmark,Cycling Track
1334,Silver Medal,2,2021-08-04 00:00:00.0,HANSEN Lasse Norman,M,../../../en/results/cycling-track/athlete-profile-n1366655-hansen-lasse-norman.htm,DEN,CTR,Men's Team Pursuit,Denmark,Cycling Track
1335,Silver Medal,2,2021-08-04 00:00:00.0,PEDERSEN Rasmus,M,../../../en/results/cycling-track/athlete-profile-n1366656-pedersen-rasmus.htm,DEN,CTR,Men's Team Pursuit,Denmark,Cycling Track
1336,Bronze Medal,3,2021-08-04 00:00:00.0,O'BRIEN Kelland,M,../../../en/results/cycling-track/athlete-profile-n1332587-o-brien-kelland.htm,AUS,CTR,Men's Team Pursuit,Australia,Cycling Track
1337,Bronze Medal,3,2021-08-04 00:00:00.0,WELSFORD Sam,M,../../../en/results/cycling-track/athlete-profile-n1332593-welsford-sam.htm,AUS,CTR,Men's Team Pursuit,Australia,Cycling Track
1338,Bronze Medal,3,2021-08-04 00:00:00.0,PLAPP Lucas,M,../../../en/results/cycling-track/athlete-profile-n1332595-plapp-lucas.htm,AUS,CTR,Men's Team Pursuit,Australia,Cycling Track
1339,Bronze Medal,3,2021-08-04 00:00:00.0,HOWARD Leigh,M,../../../en/results/cycling-track/athlete-profile-n1332601-howard-leigh.htm,AUS,CTR,Men's Team Pursuit,Australia,Cycling Track
1340,Bronze Medal,3,2021-08-04 00:00:00.0,PORTER Alexander,M,../../../en/results/cycling-track/athlete-profile-n1332603-porter-alexander.htm,AUS,CTR,Men's Team Pursuit,Australia,Cycling Track
1341,Gold Medal,1,2021-08-04 00:00:00.0,MAHER Ben,O,../../../en/results/equestrian/athlete-profile-n1478534-maher-ben.htm,GBR,EQU,Jumping Individual,Great Britain,Equestrian
1342,Silver Medal,2,2021-08-04 00:00:00.0,FREDRICSON Peder,O,../../../en/results/equestrian/athlete-profile-n1436076-fredricson-peder.htm,SWE,EQU,Jumping Individual,Sweden,Equestrian
1343,Bronze Medal,3,2021-08-04 00:00:00.0,van der VLEUTEN Maikel,O,../../../en/results/equestrian/athlete-profile-n1466474-van-der-vleuten-maikel.htm,NED,EQU,Jumping Individual,Netherlands,Equestrian
1344,Gold Medal,1,2021-08-04 00:00:00.0,CUNHA Ana Marcela,W,../../../en/results/marathon-swimming/athlete-profile-n1328933-cunha-ana-marcela.htm,BRA,OWS,Women's 10km,Brazil,Marathon Swimming
1345,Silver Medal,2,2021-08-04 00:00:00.0,van ROUWENDAAL Sharon,W,../../../en/results/marathon-swimming/athlete-profile-n1467441-van-rouwendaal-sharon.htm,NED,OWS,Women's 10km,Netherlands,Marathon Swimming
1346,Bronze Medal,3,2021-08-04 00:00:00.0,LEE Kareena,W,../../../en/results/marathon-swimming/athlete-profile-n1349358-lee-kareena.htm,AUS,OWS,Women's 10km,Australia,Marathon Swimming
1347,Gold Medal,1,2021-08-04 00:00:00.0,RYAN Will,M,../../../en/results/sailing/athlete-profile-n1484047-ryan-will.htm,AUS,SAL,Men's Two Person Dinghy - 470,Australia,Sailing
1348,Gold Medal,1,2021-08-04 00:00:00.0,BELCHER Mathew,M,../../../en/results/sailing/athlete-profile-n1484036-belcher-mathew.htm,AUS,SAL,Men's Two Person Dinghy - 470,Australia,Sailing
1349,Silver Medal,2,2021-08-04 00:00:00.0,BERGSTROM Fredrik,M,../../../en/results/sailing/athlete-profile-n1337905-bergstrom-fredrik.htm,SWE,SAL,Men's Two Person Dinghy - 470,Sweden,Sailing
1350,Silver Medal,2,2021-08-04 00:00:00.0,DAHLBERG Anton,M,../../../en/results/sailing/athlete-profile-n1337906-dahlberg-anton.htm,SWE,SAL,Men's Two Person Dinghy - 470,Sweden,Sailing
1351,Bronze Medal,3,2021-08-04 00:00:00.0,RODRIGUEZ GARCIA-PAZ Nicolas,M,../../../en/results/sailing/athlete-profile-n1352465-rodriguez-garcia-paz-nicolas.htm,ESP,SAL,Men's Two Person Dinghy - 470,Spain,Sailing
1352,Bronze Medal,3,2021-08-04 00:00:00.0,XAMMAR Jordi,M,../../../en/results/sailing/athlete-profile-n1352473-xammar-jordi.htm,ESP,SAL,Men's Two Person Dinghy - 470,Spain,Sailing
1353,Gold Medal,1,2021-08-04 00:00:00.0,McINTYRE Eilidh,W,../../../en/results/sailing/athlete-profile-n1468364-mcintyre-eilidh.htm,GBR,SAL,Women's Two Person Dinghy - 470,Great Britain,Sailing
1354,Gold Medal,1,2021-08-04 00:00:00.0,MILLS Hannah,W,../../../en/results/sailing/athlete-profile-n1468365-mills-hannah.htm,GBR,SAL,Women's Two Person Dinghy - 470,Great Britain,Sailing
1355,Silver Medal,2,2021-08-04 00:00:00.0,SKRZYPULEC Agnieszka,W,../../../en/results/sailing/athlete-profile-n1315753-skrzypulec-agnieszka.htm,POL,SAL,Women's Two Person Dinghy - 470,Poland,Sailing
1356,Silver Medal,2,2021-08-04 00:00:00.0,OGAR Jolanta,W,../../../en/results/sailing/athlete-profile-n1315754-ogar-jolanta.htm,POL,SAL,Women's Two Person Dinghy - 470,Poland,Sailing
1357,Bronze Medal,3,2021-08-04 00:00:00.0,LECOINTRE Camille,W,../../../en/results/sailing/athlete-profile-n1341488-lecointre-camille.htm,FRA,SAL,Women's Two Person Dinghy - 470,France,Sailing
1358,Bronze Medal,3,2021-08-04 00:00:00.0,RETORNAZ Aloise,W,../../../en/results/sailing/athlete-profile-n1341489-retornaz-aloise.htm,FRA,SAL,Women's Two Person Dinghy - 470,France,Sailing
1359,Gold Medal,1,2021-08-04 00:00:00.0,YOSOZUMI Sakura,W,../../../en/results/skateboarding/athlete-profile-n1315699-yosozumi-sakura.htm,JPN,SKB,Women's Park,Japan,Skateboarding
1360,Silver Medal,2,2021-08-04 00:00:00.0,HIRAKI Kokona,W,../../../en/results/skateboarding/athlete-profile-n1315697-hiraki-kokona.htm,JPN,SKB,Women's Park,Japan,Skateboarding
1361,Bronze Medal,3,2021-08-04 00:00:00.0,BROWN Sky,W,../../../en/results/skateboarding/athlete-profile-n1440048-brown-sky.htm,GBR,SKB,Women's Park,Great Britain,Skateboarding
1362,Gold Medal,1,2021-08-04 00:00:00.0,TALAKHADZE Lasha,M,../../../en/results/weightlifting/athlete-profile-n1290690-talakhadze-lasha.htm,GEO,WLF,Men's +109kg,Georgia,Weightlifting
1363,Silver Medal,2,2021-08-04 00:00:00.0,DAVOUDI Ali,M,../../../en/results/weightlifting/athlete-profile-n1285039-davoudi-ali.htm,IRI,WLF,Men's +109kg,Islamic Republic of Iran,Weightlifting
1364,Bronze Medal,3,2021-08-04 00:00:00.0,ASAAD Man,M,../../../en/results/weightlifting/athlete-profile-n1389034-asaad-man.htm,SYR,WLF,Men's +109kg,Syrian Arab Republic,Weightlifting
1365,Gold Medal,1,2021-08-04 00:00:00.0,GERAEI Mohammadreza,M,../../../en/results/wrestling/athlete-profile-n1288232-geraei-mohammadreza.htm,IRI,WRE,Men's Greco-Roman 67kg,Islamic Republic of Iran,Wrestling
1366,Silver Medal,2,2021-08-04 00:00:00.0,NASIBOV Parviz,M,../../../en/results/wrestling/athlete-profile-n1330678-nasibov-parviz.htm,UKR,WRE,Men's Greco-Roman 67kg,Ukraine,Wrestling
1367,Bronze Medal,3,2021-08-04 00:00:00.0,ELSAYED Mohamed Ibrahim Elsayed,M,../../../en/results/wrestling/athlete-profile-n1307258-elsayed-mohamed-ibrahim-elsayed.htm,EGY,WRE,Men's Greco-Roman 67kg,Egypt,Wrestling
1368,Bronze Medal,3,2021-08-04 00:00:00.0,STAEBLER Frank,M,../../../en/results/wrestling/athlete-profile-n1334849-staebler-frank.htm,GER,WRE,Men's Greco-Roman 67kg,Germany,Wrestling
1369,Gold Medal,1,2021-08-04 00:00:00.0,BELENIUK Zhan,M,../../../en/results/wrestling/athlete-profile-n1330685-beleniuk-zhan.htm,UKR,WRE,Men's Greco-Roman 87kg,Ukraine,Wrestling
1370,Silver Medal,2,2021-08-04 00:00:00.0,LORINCZ Viktor,M,../../../en/results/wrestling/athlete-profile-n1334399-lorincz-viktor.htm,HUN,WRE,Men's Greco-Roman 87kg,Hungary,Wrestling
1371,Bronze Medal,3,2021-08-04 00:00:00.0,KUDLA Denis Maksymilian,M,../../../en/results/wrestling/athlete-profile-n1334847-kudla-denis-maksymilian.htm,GER,WRE,Men's Greco-Roman 87kg,Germany,Wrestling
1372,Bronze Medal,3,2021-08-04 00:00:00.0,DATUNASHVILI Zurabi,M,../../../en/results/wrestling/athlete-profile-n1344507-datunashvili-zurabi.htm,SRB,WRE,Men's Greco-Roman 87kg,Serbia,Wrestling
1373,Gold Medal,1,2021-08-04 00:00:00.0,KAWAI Yukako,W,../../../en/results/wrestling/athlete-profile-n1316580-kawai-yukako.htm,JPN,WRE,Women's Freestyle 62kg,Japan,Wrestling
1374,Silver Medal,2,2021-08-04 00:00:00.0,TYNYBEKOVA Aisuluu,W,../../../en/results/wrestling/athlete-profile-n1284273-tynybekova-aisuluu.htm,KGZ,WRE,Women's Freestyle 62kg,Kyrgyzstan,Wrestling
1375,Bronze Medal,3,2021-08-04 00:00:00.0,KOLIADENKO Iryna,W,../../../en/results/wrestling/athlete-profile-n1483815-koliadenko-iryna.htm,UKR,WRE,Women's Freestyle 62kg,Ukraine,Wrestling
1376,Bronze Medal,3,2021-08-04 00:00:00.0,YUSEIN Taybe Mustafa,W,../../../en/results/wrestling/athlete-profile-n1319867-yusein-taybe-mustafa.htm,BUL,WRE,Women's Freestyle 62kg,Bulgaria,Wrestling
1377,Gold Medal,1,2021-08-05 00:00:00.0,PARCHMENT Hansle,M,../../../en/results/athletics/athlete-profile-n1420591-parchment-hansle.htm,JAM,ATH,Men's 110m Hurdles,Jamaica,Athletics
1378,Silver Medal,2,2021-08-05 00:00:00.0,HOLLOWAY Grant,M,../../../en/results/athletics/athlete-profile-n1457989-holloway-grant.htm,USA,ATH,Men's 110m Hurdles,United States of America,Athletics
1379,Bronze Medal,3,2021-08-05 00:00:00.0,LEVY Ronald,M,../../../en/results/athletics/athlete-profile-n1420583-levy-ronald.htm,JAM,ATH,Men's 110m Hurdles,Jamaica,Athletics
1380,Gold Medal,1,2021-08-05 00:00:00.0,STANO Massimo,M,../../../en/results/athletics/athlete-profile-n1299102-stano-massimo.htm,ITA,ATH,Men's 20km Race Walk,Italy,Athletics
1381,Silver Medal,2,2021-08-05 00:00:00.0,IKEDA Koki,M,../../../en/results/athletics/athlete-profile-n1327187-ikeda-koki.htm,JPN,ATH,Men's 20km Race Walk,Japan,Athletics
1382,Bronze Medal,3,2021-08-05 00:00:00.0,YAMANISHI Toshikazu,M,../../../en/results/athletics/athlete-profile-n1313137-yamanishi-toshikazu.htm,JPN,ATH,Men's 20km Race Walk,Japan,Athletics
1383,Gold Medal,1,2021-08-05 00:00:00.0,GARDINER Steven,M,../../../en/results/athletics/athlete-profile-n1451068-gardiner-steven.htm,BAH,ATH,Men's 400m,Bahamas,Athletics
1384,Silver Medal,2,2021-08-05 00:00:00.0,ZAMBRANO Anthony Jose,M,../../../en/results/athletics/athlete-profile-n1410854-zambrano-anthony-jose.htm,COL,ATH,Men's 400m,Colombia,Athletics
1385,Bronze Medal,3,2021-08-05 00:00:00.0,JAMES Kirani,M,../../../en/results/athletics/athlete-profile-n1433123-james-kirani.htm,GRN,ATH,Men's 400m,Grenada,Athletics
1386,Gold Medal,1,2021-08-05 00:00:00.0,CROUSER Ryan,M,../../../en/results/athletics/athlete-profile-n1458864-crouser-ryan.htm,USA,ATH,Men's Shot Put,United States of America,Athletics
1387,Silver Medal,2,2021-08-05 00:00:00.0,KOVACS Joe,M,../../../en/results/athletics/athlete-profile-n1458206-kovacs-joe.htm,USA,ATH,Men's Shot Put,United States of America,Athletics
1388,Bronze Medal,3,2021-08-05 00:00:00.0,WALSH Tomas,M,../../../en/results/athletics/athlete-profile-n1469930-walsh-tomas.htm,NZL,ATH,Men's Shot Put,New Zealand,Athletics
1389,Gold Medal,1,2021-08-05 00:00:00.0,PICHARDO Pedro,M,../../../en/results/athletics/athlete-profile-n1450262-pichardo-pedro.htm,POR,ATH,Men's Triple Jump,Portugal,Athletics
1390,Silver Medal,2,2021-08-05 00:00:00.0,ZHU Yaming,M,../../../en/results/athletics/athlete-profile-n1304895-zhu-yaming.htm,CHN,ATH,Men's Triple Jump,People's Republic of China,Athletics
1391,Bronze Medal,3,2021-08-05 00:00:00.0,ZANGO Hugues Fabrice,M,../../../en/results/athletics/athlete-profile-n1283425-zango-hugues-fabrice.htm,BUR,ATH,Men's Triple Jump,Burkina Faso,Athletics
1392,Gold Medal,1,2021-08-05 00:00:00.0,NAGEOTTE Katie,W,../../../en/results/athletics/athlete-profile-n1458399-nageotte-katie.htm,USA,ATH,Women's Pole Vault,United States of America,Athletics
1393,Silver Medal,2,2021-08-05 00:00:00.0,SIDOROVA Anzhelika,W,../../../en/results/athletics/athlete-profile-n1431126-sidorova-anzhelika.htm,ROC,ATH,Women's Pole Vault,ROC,Athletics
1394,Bronze Medal,3,2021-08-05 00:00:00.0,BRADSHAW Holly,W,../../../en/results/athletics/athlete-profile-n1477699-bradshaw-holly.htm,GBR,ATH,Women's Pole Vault,Great Britain,Athletics
1395,Gold Medal,1,2021-08-05 00:00:00.0,BATYRGAZIEV Albert,M,../../../en/results/boxing/athlete-profile-n1425892-batyrgaziev-albert.htm,ROC,BOX,Men's Feather (52-57kg),ROC,Boxing
1396,Silver Medal,2,2021-08-05 00:00:00.0,RAGAN Duke,M,../../../en/results/boxing/athlete-profile-n1460085-ragan-duke.htm,USA,BOX,Men's Feather (52-57kg),United States of America,Boxing
1397,Bronze Medal,3,2021-08-05 00:00:00.0,BIBOSSINOV Saken,M,../../../en/results/boxing/athlete-profile-n1307830-bibossinov-saken.htm,KAZ,BOX,Men's Fly (48-52kg),Kazakhstan,Boxing
1398,Bronze Medal,3,2021-08-05 00:00:00.0,TANAKA Ryomei,M,../../../en/results/boxing/athlete-profile-n1316686-tanaka-ryomei.htm,JPN,BOX,Men's Fly (48-52kg),Japan,Boxing
1399,Bronze Medal,3,2021-08-05 00:00:00.0,MARCIAL Eumir,M,../../../en/results/boxing/athlete-profile-n1464328-marcial-eumir.htm,PHI,BOX,Men's Middle (69-75kg),Philippines,Boxing
1400,Bronze Medal,3,2021-08-05 00:00:00.0,BAKSHI Gleb,M,../../../en/results/boxing/athlete-profile-n1425895-bakshi-gleb.htm,ROC,BOX,Men's Middle (69-75kg),ROC,Boxing
1401,Bronze Medal,3,2021-08-05 00:00:00.0,SEESONDEE Sudaporn,W,../../../en/results/boxing/athlete-profile-n1457484-seesondee-sudaporn.htm,THA,BOX,Women's Light (57-60kg),Thailand,Boxing
1402,Bronze Medal,3,2021-08-05 00:00:00.0,POTKONEN Mira Marjut Johanna,W,../../../en/results/boxing/athlete-profile-n1304484-potkonen-mira-marjut-johanna.htm,FIN,BOX,Women's Light (57-60kg),Finland,Boxing
1403,Gold Medal,1,2021-08-05 00:00:00.0,van der WESTHUYZEN Jean,M,../../../en/results/canoe-sprint/athlete-profile-n1342446-van-der-westhuyzen-jean.htm,AUS,CSP,Men's Kayak Double 1000m,Australia,Canoe Sprint
1404,Gold Medal,1,2021-08-05 00:00:00.0,GREEN Thomas,M,../../../en/results/canoe-sprint/athlete-profile-n1342450-green-thomas.htm,AUS,CSP,Men's Kayak Double 1000m,Australia,Canoe Sprint
1405,Silver Medal,2,2021-08-05 00:00:00.0,SCHOPF Jacob,M,../../../en/results/canoe-sprint/athlete-profile-n1333374-schopf-jacob.htm,GER,CSP,Men's Kayak Double 1000m,Germany,Canoe Sprint
1406,Silver Medal,2,2021-08-05 00:00:00.0,HOFF Max,M,../../../en/results/canoe-sprint/athlete-profile-n1333350-hoff-max.htm,GER,CSP,Men's Kayak Double 1000m,Germany,Canoe Sprint
